team,snapshot_date,total_squad_value,top_xi_value,avg_caps,gk_strength,def_strength,mid_strength,att_strength
San Marino,2022-11-01,150000,150000,0,0,0.0,0.0,150000.0
Sao Tome and Principe,2022-11-01,750000,750000,0,0,125000.0,0.0,166666.66666666666
Saudi Arabia,2022-11-01,8125000,8050000,0,0,575000.0,58333.333333333336,1600000.0
Scotland,2022-11-01,320500000,254000000,0,0,32250000.0,21250000.0,12333333.333333334
Senegal,2022-11-01,327000000,249000000,0,32000000,19750000.0,12500000.0,31333333.333333332
Serbia,2022-11-01,355000000,289000000,0,9000000,9500000.0,28250000.0,42000000.0
Seychelles,2022-11-01,200000,200000,0,0,200000.0,0.0,0.0
Sierra Leone,2022-11-01,10910000,9050000,0,0,775000.0,121250.0,1100000.0
Sint Maarten,2022-11-01,125000,125000,0,0,0.0,0.0,125000.0
Slovakia,2022-11-01,142500000,120500000,0,4000000,19750000.0,7750000.0,1600000.0
Slovenia,2022-11-01,116000000,95800000,0,40000000,2400000.0,4500000.0,9666666.666666666
Somalia,2022-11-01,25000,25000,0,0,0.0,25000.0,0.0
South Africa,2022-11-01,18950000,13150000,0,0,600000.0,1100000.0,1766666.6666666667
Southern Sudan,2022-11-01,150000,150000,0,0,0.0,0.0,150000.0
Spain,2022-11-01,1060000000,645000000,0,25000000,47500000.0,72500000.0,53333333.333333336
St. Kitts & Nevis,2022-11-01,1550000,1550000,0,0,137500.0,1200000.0,75000.0
St. Lucia,2022-11-01,375000,375000,0,0,300000.0,37500.0,0.0
Suriname,2022-11-01,49650000,41500000,0,800000,2750000.0,800000.0,8833333.333333334
Sweden,2022-11-01,265200000,211000000,0,0,9250000.0,18625000.0,30333333.333333332
Switzerland,2022-11-01,283000000,211000000,0,22000000,16500000.0,21750000.0,14000000.0
Syria,2022-11-01,24150000,24150000,0,0,1125000.0,5175000.0,550000.0
Tahiti,2022-11-01,400000,400000,0,0,0.0,0.0,400000.0
Tajikistan,2022-11-01,2025000,2025000,0,300000,125000.0,725000.0,25000.0
Tanzania,2022-11-01,3800000,3800000,0,0,0.0,450000.0,1116666.6666666667
Thailand,2022-11-01,2575000,2575000,0,200000,231250.0,300000.0,383333.3333333333
The Gambia,2022-11-01,43500000,35500000,0,0,1800000.0,1100000.0,6833333.333333333
Togo,2022-11-01,37225000,33300000,0,250000,2675000.0,456250.0,6600000.0
Trinidad and Tobago,2022-11-01,6400000,6400000,0,0,300000.0,233333.33333333334,1600000.0
Tunisia,2022-11-01,69300000,54500000,0,0,2750000.0,7125000.0,4333333.333333333
Turkey,2022-11-01,21725000,13500000,0,1500000,1100000.0,1325000.0,1000000.0
Turkmenistan,2022-11-01,100000,100000,0,0,0.0,0.0,100000.0
Türkiye,2022-11-01,333000000,227000000,0,14000000,20000000.0,21250000.0,20000000.0
Uganda,2022-11-01,6150000,5750000,0,0,637500.0,600000.0,400000.0
Ukraine,2022-11-01,236700000,187000000,0,10000000,19000000.0,12750000.0,18333333.333333332
United Arab Emirates,2022-11-01,100000,100000,0,0,100000.0,0.0,0.0
United States,2022-11-01,319500000,238000000,0,7500000,11500000.0,28750000.0,21333333.333333332
Uruguay,2022-11-01,451500000,376000000,0,0,31875000.0,37000000.0,30833333.333333332
Uzbekistan,2022-11-01,22550000,19200000,0,0,637500.0,1025000.0,3933333.3333333335
Venezuela,2022-11-01,56500000,46000000,0,4000000,1412500.0,4812500.0,5000000.0
Vietnam,2022-11-01,550000,550000,0,0,250000.0,0.0,300000.0
Wales,2022-11-01,185000000,146000000,0,8000000,12250000.0,5750000.0,18333333.333333332
Zambia,2022-11-01,52900000,50950000,0,0,425000.0,5025000.0,9000000.0
Zimbabwe,2022-11-01,27750000,26100000,0,0,1550000.0,3250000.0,2250000.0
0,2024-06-01,41100000,26200000,0,1500000,1950000.0,2350000.0,3000000.0
Afghanistan,2024-06-01,625000,625000,0,0,125000.0,250000.0,0.0
Albania,2024-06-01,128100000,100800000,0,3000000,5875000.0,9700000.0,12333333.333333334
Algeria,2024-06-01,273300000,218000000,0,0,12325000.0,20250000.0,22666666.666666668
Andorra,2024-06-01,800000,800000,0,800000,0.0,0.0,0.0
Angola,2024-06-01,61050000,48800000,0,0,4750000.0,1175000.0,6333333.333333333
Antigua and Barbuda,2024-06-01,1375000,1375000,0,0,75000.0,600000.0,158333.33333333334
Argentina,2024-06-01,944000000,655000000,0,28000000,41250000.0,56250000.0,81666666.66666667
Armenia,2024-06-01,42825000,39600000,0,0,2250000.0,6550000.0,1200000.0
Aruba,2024-06-01,1575000,1575000,0,0,50000.0,183333.33333333334,487500.0
Australia,2024-06-01,48050000,34300000,0,3500000,2712500.0,3625000.0,1766666.6666666667
Austria,2024-06-01,311000000,221000000,0,0,23750000.0,20500000.0,9333333.333333334
Azerbaijan,2024-06-01,11250000,9250000,0,900000,325000.0,712500.0,1400000.0
Bahrain,2024-06-01,300000,300000,0,0,0.0,300000.0,0.0
Bangladesh,2024-06-01,4500000,4500000,0,0,0.0,4500000.0,0.0
Barbados,2024-06-01,625000,625000,0,0,200000.0,0.0,141666.66666666666
Belarus,2024-06-01,15000000,9400000,0,750000,800000.0,862500.0,833333.3333333334
Belgium,2024-06-01,663000000,460000000,0,30000000,18000000.0,41250000.0,56666666.666666664
Benin,2024-06-01,20300000,17350000,0,350000,1387500.0,375000.0,3166666.6666666665
Bermuda,2024-06-01,900000,900000,0,0,0.0,0.0,450000.0
Bolivia,2024-06-01,5125000,4975000,0,0,518750.0,387500.0,425000.0
Bonaire,2024-06-01,675000,675000,0,0,0.0,0.0,225000.0
Bosnia-Herzegovina,2024-06-01,118100000,92200000,0,7000000,7750000.0,5375000.0,11066666.666666666
Brazil,2024-06-01,1351000000,860000000,0,35000000,63750000.0,67500000.0,106666666.66666667
Brunei Darussalam,2024-06-01,175000,175000,0,0,0.0,0.0,175000.0
Bulgaria,2024-06-01,38800000,29700000,0,2000000,837500.0,3325000.0,2983333.3333333335
Burkina Faso,2024-06-01,112350000,104600000,0,1300000,15575000.0,900000.0,12000000.0
Burundi,2024-06-01,20800000,20600000,0,50000,6150000.0,225000.0,366666.6666666667
Cabo Verde,2024-06-01,43250000,32900000,0,4000000,2825000.0,1250000.0,3666666.6666666665
Cameroon,2024-06-01,218000000,176000000,0,35000000,5750000.0,17000000.0,17666666.666666668
Canada,2024-06-01,167750000,156300000,0,1000000,15875000.0,8500000.0,21000000.0
Central African Republic,2024-06-01,20775000,19450000,0,250000,312500.0,4037500.0,650000.0
Chad,2024-06-01,2450000,2450000,0,0,0.0,100000.0,783333.3333333334
Chile,2024-06-01,73500000,57500000,0,900000,4500000.0,3875000.0,6333333.333333333
China,2024-06-01,6910000,6225000,0,275000,375000.0,300000.0,1058333.3333333333
Chinese Taipei,2024-06-01,950000,950000,0,0,150000.0,800000.0,0.0
Colombia,2024-06-01,301000000,226000000,0,0,13000000.0,11750000.0,37333333.333333336
Comoros,2024-06-01,22925000,20500000,0,150000,2575000.0,1287500.0,1466666.6666666667
Congo,2024-06-01,23200000,18300000,0,300000,1025000.0,2300000.0,1566666.6666666667
Congo DR,2024-06-01,165200000,126700000,0,0,10800000.0,5250000.0,18333333.333333332
Costa Rica,2024-06-01,25250000,20700000,0,2000000,750000.0,375000.0,4333333.333333333
Cote d'Ivoire,2024-06-01,413500000,290000000,0,10000000,29750000.0,23333333.333333332,27666666.666666668
Croatia,2024-06-01,339000000,252000000,0,11000000,31375000.0,21250000.0,8000000.0
Cuba,2024-06-01,1900000,1900000,0,500000,0.0,0.0,700000.0
Curacao,2024-06-01,32425000,25500000,0,0,3250000.0,2016666.6666666667,1733333.3333333333
Cyprus,2024-06-01,17200000,12700000,0,400000,1300000.0,950000.0,1450000.0
Czech Republic,2024-06-01,160600000,121000000,0,7000000,6500000.0,12000000.0,14000000.0
Denmark,2024-06-01,480000000,321000000,0,15000000,26750000.0,25000000.0,36666666.666666664
Dominican Republic,2024-06-01,21950000,21350000,0,450000,2000000.0,3562500.0,1800000.0
Ecuador,2024-06-01,245400000,214500000,0,0,27500000.0,28333333.333333332,4500000.0
Egypt,2024-06-01,125900000,116000000,0,0,1925000.0,1800000.0,29000000.0
El Salvador,2024-06-01,1300000,1300000,0,0,100000.0,125000.0,275000.0
England,2024-06-01,1677000000,1095000000,0,0,54250000.0,132500000.0,101666666.66666667
Equatorial Guinea,2024-06-01,11225000,10200000,0,400000,1350000.0,787500.0,450000.0
Eritrea,2024-06-01,1450000,1450000,0,0,0.0,625000.0,200000.0
Estonia,2024-06-01,7500000,6325000,0,2000000,562500.0,381250.0,250000.0
Ethiopia,2024-06-01,775000,775000,0,0,300000.0,175000.0,300000.0
Faroe Islands,2024-06-01,2225000,1975000,0,25000,193750.0,187500.0,133333.33333333334
Finland,2024-06-01,40350000,30500000,0,2500000,787500.0,3450000.0,3166666.6666666665
France,2024-06-01,1400000000,860000000,0,40000000,60000000.0,70000000.0,101666666.66666667
French Guiana,2024-06-01,3450000,3450000,0,500000,525000.0,0.0,283333.3333333333
Gabon,2024-06-01,44575000,40300000,0,200000,1075000.0,3625000.0,6166666.666666667
Georgia,2024-06-01,155100000,144000000,0,35000000,2625000.0,1633333.3333333333,30666666.666666668
Germany,2024-06-01,952000000,650000000,0,30000000,31250000.0,85000000.0,60000000.0
Ghana,2024-06-01,262200000,192500000,0,0,11250000.0,10375000.0,31000000.0
Greece,2024-06-01,175300000,134000000,0,7000000,13500000.0,6750000.0,15000000.0
Grenada,2024-06-01,4300000,4300000,0,100000,162500.0,2500000.0,408333.3333333333
Guadeloupe,2024-06-01,22450000,19100000,0,0,2925000.0,325000.0,1033333.3333333334
Guatemala,2024-06-01,1700000,1700000,0,0,0.0,0.0,566666.6666666666
Guinea,2024-06-01,95900000,78500000,0,0,2350000.0,4000000.0,16666666.666666666
Guinea-Bissau,2024-06-01,63000000,54500000,0,1000000,1387500.0,1325000.0,13000000.0
Guyana,2024-06-01,1200000,1200000,0,0,200000.0,225000.0,175000.0
Haiti,2024-06-01,41400000,38300000,0,250000,2300000.0,5716666.666666667,3266666.6666666665
Honduras,2024-06-01,16450000,13925000,0,0,243750.0,712500.0,2800000.0
Hungary,2024-06-01,153250000,141300000,0,3000000,12250000.0,21250000.0,1066666.6666666667
Iceland,2024-06-01,75900000,61300000,0,2500000,2250000.0,5375000.0,9666666.666666666
India,2024-06-01,25000,25000,0,25000,0.0,0.0,0.0
Indonesia,2024-06-01,31425000,27800000,0,6000000,3625000.0,1025000.0,633333.3333333334
Iran,2024-06-01,49950000,39300000,0,1500000,1300000.0,1200000.0,7666666.666666667
Iraq,2024-06-01,7900000,6475000,0,0,425000.0,781250.0,550000.0
Ireland,2024-06-01,209000000,166000000,0,20000000,13000000.0,5300000.0,20833333.333333332
Israel,2024-06-01,57000000,45100000,0,3000000,1075000.0,3200000.0,7666666.666666667
Italy,2024-06-01,786000000,501000000,0,40000000,52500000.0,44000000.0,31000000.0
Jamaica,2024-06-01,125950000,113300000,0,0,10000000.0,2225000.0,20000000.0
Japan,2024-06-01,357500000,270000000,0,0,22250000.0,12750000.0,41000000.0
Jordan,2024-06-01,7425000,7425000,0,0,0.0,175000.0,3537500.0
Kazakhstan,2024-06-01,14975000,13400000,0,500000,2300000.0,525000.0,616666.6666666666
Kenya,2024-06-01,24575000,24350000,0,0,2612500.0,812500.0,3483333.3333333335
"Korea, North",2024-06-01,400000,400000,0,0,0.0,0.0,400000.0
"Korea, South",2024-06-01,175425000,163000000,0,0,11918750.0,9500000.0,24500000.0
Kosovo,2024-06-01,97900000,82000000,0,7000000,6725000.0,2375000.0,12500000.0
Kyrgyzstan,2024-06-01,950000,950000,0,0,500000.0,0.0,450000.0
Laos,2024-06-01,200000,200000,0,0,0.0,0.0,200000.0
Latvia,2024-06-01,10900000,9475000,0,0,837500.0,331250.0,1516666.6666666667
Lebanon,2024-06-01,1950000,1950000,0,75000,200000.0,450000.0,612500.0
Liberia,2024-06-01,4150000,3900000,0,0,250000.0,312500.0,566666.6666666666
Libya,2024-06-01,16400000,16400000,0,0,0.0,5000000.0,1400000.0
Liechtenstein,2024-06-01,475000,475000,0,25000,0.0,225000.0,0.0
Lithuania,2024-06-01,9700000,7125000,0,600000,600000.0,900000.0,333333.3333333333
Luxembourg,2024-06-01,35200000,31600000,0,2000000,575000.0,6000000.0,1150000.0
Macao,2024-06-01,150000,150000,0,0,0.0,150000.0,0.0
Madagascar,2024-06-01,16225000,14650000,0,150000,1475000.0,1962500.0,175000.0
Malawi,2024-06-01,375000,375000,0,0,175000.0,200000.0,0.0
Malaysia,2024-06-01,3450000,3450000,0,0,750000.0,125000.0,858333.3333333334
Mali,2024-06-01,214100000,173000000,0,0,5125000.0,28750000.0,9500000.0
Malta,2024-06-01,10250000,10250000,0,50000,358333.3333333333,7000000.0,1062500.0
Martinique,2024-06-01,17350000,13600000,0,400000,1000000.0,737500.0,2166666.6666666665
Mauritania,2024-06-01,14175000,12500000,0,500000,362500.0,306250.0,2833333.3333333335
Mauritius,2024-06-01,250000,250000,0,0,250000.0,0.0,0.0
Mexico,2024-06-01,187000000,143000000,0,0,6250000.0,14250000.0,20000000.0
Moldova,2024-06-01,13975000,11200000,0,450000,1587500.0,537500.0,833333.3333333334
Monaco,2024-06-01,50000,50000,0,0,0.0,50000.0,0.0
Montenegro,2024-06-01,45700000,36500000,0,2000000,3125000.0,675000.0,4500000.0
Montserrat,2024-06-01,1600000,1600000,0,0,225000.0,283333.3333333333,300000.0
Morocco,2024-06-01,439500000,311000000,0,11000000,37500000.0,18750000.0,27666666.666666668
Mozambique,2024-06-01,24475000,24000000,0,50000,3587500.0,250000.0,2866666.6666666665
Netherlands,2024-06-01,968000000,575000000,0,0,53750000.0,57500000.0,43333333.333333336
Neukaledonien,2024-06-01,650000,650000,0,0,500000.0,150000.0,0.0
New Caledonia,2024-06-01,8000000,8000000,0,0,0.0,8000000.0,0.0
New Zealand,2024-06-01,22125000,17650000,0,250000,1487500.0,875000.0,2666666.6666666665
Nicaragua,2024-06-01,150000,150000,0,0,0.0,0.0,150000.0
Niger,2024-06-01,3275000,3275000,0,0,450000.0,216666.66666666666,466666.6666666667
Nigeria,2024-06-01,475500000,351000000,0,0,12166666.666666666,11000000.0,60000000.0
North Macedonia,2024-06-01,52850000,46550000,0,4000000,1837500.0,7062500.0,2500000.0
Northern Ireland,2024-06-01,57300000,47300000,0,1000000,6250000.0,4325000.0,1433333.3333333333
Norway,2024-06-01,525000000,451000000,0,0,13000000.0,39375000.0,75000000.0
Oman,2024-06-01,250000,250000,0,250000,0.0,0.0,0.0
Pakistan,2024-06-01,150000,150000,0,0,100000.0,0.0,50000.0
Palestine,2024-06-01,3200000,3200000,0,0,141666.66666666666,0.0,900000.0
Panama,2024-06-01,9300000,8850000,0,0,1087500.0,137500.0,1100000.0
Papua New Guinea,2024-06-01,300000,300000,0,0,0.0,0.0,300000.0
Paraguay,2024-06-01,130000000,98500000,0,0,5750000.0,7875000.0,12500000.0
Peru,2024-06-01,33425000,25400000,0,0,2250000.0,3000000.0,1316666.6666666667
Philippines,2024-06-01,4300000,4100000,0,500000,212500.0,400000.0,416666.6666666667
Poland,2024-06-01,255500000,188000000,0,18000000,19500000.0,16500000.0,9333333.333333334
Portugal,2024-06-01,1087000000,675000000,0,45000000,58750000.0,60000000.0,65000000.0
Qatar,2024-06-01,12075000,12075000,0,0,506250.0,783333.3333333334,3750000.0
Romania,2024-06-01,83000000,58300000,0,3000000,7875000.0,3450000.0,3500000.0
Russia,2024-06-01,212000000,139000000,0,18000000,5500000.0,16000000.0,10666666.666666666
Rwanda,2024-06-01,1925000,1925000,0,50000,162500.0,700000.0,150000.0
Réunion,2024-06-01,150000,150000,0,0,150000.0,0.0,0.0
Saint-Martin,2024-06-01,650000,650000,0,0,50000.0,0.0,300000.0
San Marino,2024-06-01,50000,50000,0,0,0.0,0.0,50000.0
Sao Tome and Principe,2024-06-01,625000,625000,0,0,225000.0,0.0,58333.333333333336
Saudi Arabia,2024-06-01,7975000,7625000,0,0,956250.0,131250.0,1000000.0
Scotland,2024-06-01,298000000,229000000,0,0,21250000.0,26000000.0,10833333.333333334
Senegal,2024-06-01,327500000,231000000,0,10000000,11750000.0,20750000.0,26666666.666666668
Serbia,2024-06-01,334000000,261000000,0,20000000,13750000.0,22000000.0,33666666.666666664
Seychelles,2024-06-01,75000,75000,0,0,75000.0,0.0,0.0
Sierra Leone,2024-06-01,9435000,7500000,0,0,550000.0,152500.0,1016666.6666666666
Sint Maarten,2024-06-01,350000,350000,0,0,0.0,0.0,350000.0
Slovakia,2024-06-01,166200000,142500000,0,3000000,20875000.0,11250000.0,4333333.333333333
Slovenia,2024-06-01,143400000,124000000,0,30000000,3925000.0,5000000.0,19333333.333333332
Somalia,2024-06-01,25000,25000,0,0,0.0,25000.0,0.0
South Africa,2024-06-01,29275000,23750000,0,0,533333.3333333334,787500.0,5333333.333333333
Southern Sudan,2024-06-01,150000,150000,0,0,0.0,0.0,150000.0
Spain,2024-06-01,1135000000,705000000,0,35000000,43750000.0,85000000.0,58333333.333333336
St. Kitts & Nevis,2024-06-01,1175000,1175000,0,0,62500.0,1000000.0,50000.0
St. Lucia,2024-06-01,375000,375000,0,0,300000.0,37500.0,0.0
Suriname,2024-06-01,49500000,40800000,0,1500000,2325000.0,1533333.3333333333,8333333.333333333
Sweden,2024-06-01,368000000,303000000,0,0,10750000.0,26250000.0,50666666.666666664
Switzerland,2024-06-01,297500000,216000000,0,40000000,18625000.0,16750000.0,14666666.666666666
Syria,2024-06-01,11250000,11250000,0,0,1175000.0,1862500.0,675000.0
Tahiti,2024-06-01,400000,400000,0,0,0.0,0.0,400000.0
Tajikistan,2024-06-01,2150000,2150000,0,300000,125000.0,650000.0,300000.0
Tanzania,2024-06-01,3050000,3050000,0,0,0.0,800000.0,750000.0
Thailand,2024-06-01,2600000,2600000,0,150000,200000.0,300000.0,450000.0
The Gambia,2024-06-01,54850000,45700000,0,0,1775000.0,1433333.3333333333,9333333.333333334
Togo,2024-06-01,31775000,27400000,0,250000,1225000.0,600000.0,6566666.666666667
Trinidad and Tobago,2024-06-01,15550000,15550000,0,0,258333.33333333334,241666.66666666666,4583333.333333333
Tunisia,2024-06-01,80400000,63000000,0,0,3375000.0,8500000.0,4833333.333333333
Turkey,2024-06-01,18550000,11700000,0,1500000,1025000.0,900000.0,1066666.6666666667
Turkmenistan,2024-06-01,100000,100000,0,0,0.0,0.0,100000.0
Türkiye,2024-06-01,359000000,232000000,0,10000000,15250000.0,24250000.0,21666666.666666668
Uganda,2024-06-01,4575000,4025000,0,0,475000.0,300000.0,341666.6666666667
Ukraine,2024-06-01,362000000,287000000,0,25000000,29500000.0,13500000.0,31000000.0
United Arab Emirates,2024-06-01,400000,400000,0,0,125000.0,0.0,150000.0
United States,2024-06-01,345500000,238000000,0,7000000,18250000.0,21500000.0,24666666.666666668
Uruguay,2024-06-01,499500000,420000000,0,0,30500000.0,52500000.0,29166666.666666668
Uzbekistan,2024-06-01,26525000,21500000,0,0,1175000.0,1200000.0,3833333.3333333335
Venezuela,2024-06-01,54600000,43100000,0,1000000,1875000.0,6375000.0,2833333.3333333335
Vietnam,2024-06-01,550000,550000,0,0,300000.0,0.0,250000.0
Wales,2024-06-01,182000000,150000000,0,1800000,10500000.0,5375000.0,25666666.666666668
Zambia,2024-06-01,52400000,50425000,0,0,316666.6666666667,5100000.0,8833333.333333334
Zimbabwe,2024-06-01,33825000,31600000,0,0,2325000.0,4550000.0,1325000.0
